split,image,objects,healthy_objects,unhealthy_objects,image_type
train,unhealthy_0068.jpg,1,0,1,Unhealthy only
train,unhealthy_0069.jpg,1,0,1,Unhealthy only
train,unhealthy_0070.jpg,1,0,1,Unhealthy only
train,unhealthy_0071.jpg,1,0,1,Unhealthy only
train,unhealthy_0072.jpg,1,0,1,Unhealthy only
train,unhealthy_0073.jpg,1,0,1,Unhealthy only
train,unhealthy_0074.jpg,1,0,1,Unhealthy only
train,unhealthy_0075.jpg,1,0,1,Unhealthy only
train,unhealthy_0076.jpg,2,0,2,Unhealthy only
train,unhealthy_0077.jpg,2,0,2,Unhealthy only
train,unhealthy_0078.jpg,4,0,4,Unhealthy only
train,unhealthy_0079.jpg,2,0,2,Unhealthy only
train,unhealthy_0080.jpg,3,0,3,Unhealthy only
train,unhealthy_0081.jpg,3,0,3,Unhealthy only
train,unhealthy_0082.jpg,3,0,3,Unhealthy only
train,unhealthy_0083.jpg,2,0,2,Unhealthy only
train,unhealthy_0084.jpg,1,0,1,Unhealthy only
train,unhealthy_0085.jpg,1,0,1,Unhealthy only
train,unhealthy_0086.jpg,1,0,1,Unhealthy only
train,unhealthy_0087.jpg,1,0,1,Unhealthy only
train,unhealthy_0089.jpg,1,0,1,Unhealthy only
train,unhealthy_0090.jpg,1,0,1,Unhealthy only
train,unhealthy_0091.jpg,1,0,1,Unhealthy only
train,unhealthy_0092.jpg,1,0,1,Unhealthy only
train,unhealthy_0093.jpg,1,0,1,Unhealthy only
train,unhealthy_0094.jpg,1,0,1,Unhealthy only
train,unhealthy_0095.jpg,1,0,1,Unhealthy only
train,unhealthy_0096.jpg,1,0,1,Unhealthy only
train,unhealthy_0098.jpg,1,0,1,Unhealthy only
train,unhealthy_0099.jpg,1,0,1,Unhealthy only
train,unhealthy_0100.jpg,1,0,1,Unhealthy only
train,unhealthy_0101.jpg,1,0,1,Unhealthy only
train,unhealthy_0102.jpg,1,0,1,Unhealthy only
train,unhealthy_0103.jpg,1,0,1,Unhealthy only
train,unhealthy_0104.jpg,1,0,1,Unhealthy only
train,unhealthy_0105.jpg,1,0,1,Unhealthy only
train,unhealthy_0106.jpg,1,0,1,Unhealthy only
train,unhealthy_0107.jpg,1,0,1,Unhealthy only
train,unhealthy_0108.jpg,1,0,1,Unhealthy only
train,unhealthy_0109.jpg,1,0,1,Unhealthy only
train,unhealthy_0110.jpg,1,0,1,Unhealthy only
train,unhealthy_0111.jpg,1,0,1,Unhealthy only
train,unhealthy_0112.jpg,1,0,1,Unhealthy only
train,unhealthy_0113.jpg,1,0,1,Unhealthy only
train,unhealthy_0114.jpg,1,0,1,Unhealthy only
train,unhealthy_0115.jpg,1,0,1,Unhealthy only
train,unhealthy_0116.jpg,1,0,1,Unhealthy only
train,unhealthy_0117.jpg,1,0,1,Unhealthy only
train,unhealthy_0118.jpg,1,0,1,Unhealthy only
train,unhealthy_0119.jpg,1,0,1,Unhealthy only
train,unhealthy_0120.jpg,1,0,1,Unhealthy only
train,unhealthy_0121.jpg,1,0,1,Unhealthy only
train,unhealthy_0122.jpg,1,0,1,Unhealthy only
train,unhealthy_0123.jpg,1,0,1,Unhealthy only
train,unhealthy_0124.jpg,1,0,1,Unhealthy only
train,unhealthy_0125.jpg,2,0,2,Unhealthy only
train,unhealthy_0126.jpg,2,0,2,Unhealthy only
train,unhealthy_0127.jpg,1,0,1,Unhealthy only
train,unhealthy_0128.jpg,1,0,1,Unhealthy only
train,unhealthy_0129.jpg,3,0,3,Unhealthy only
train,unhealthy_0130.jpg,3,0,3,Unhealthy only
train,unhealthy_0131.jpg,2,0,2,Unhealthy only
train,unhealthy_0132.jpg,2,0,2,Unhealthy only
train,unhealthy_0133.jpg,2,0,2,Unhealthy only
train,unhealthy_0134.jpg,2,0,2,Unhealthy only
train,unhealthy_0135.jpg,2,0,2,Unhealthy only
train,unhealthy_0136.jpg,2,0,2,Unhealthy only
train,unhealthy_0137.jpg,2,0,2,Unhealthy only
train,unhealthy_0138.jpg,2,0,2,Unhealthy only
train,unhealthy_0139.jpg,2,0,2,Unhealthy only
train,unhealthy_0140.jpg,2,0,2,Unhealthy only
train,unhealthy_0141.jpg,2,0,2,Unhealthy only
train,unhealthy_0142.jpg,2,0,2,Unhealthy only
train,unhealthy_0143.jpg,1,0,1,Unhealthy only
train,unhealthy_0144.jpg,1,0,1,Unhealthy only
train,unhealthy_0145.jpg,1,0,1,Unhealthy only
train,unhealthy_0146.jpg,1,0,1,Unhealthy only
train,unhealthy_0147.jpg,1,0,1,Unhealthy only
train,unhealthy_0148.jpg,1,0,1,Unhealthy only
train,unhealthy_0149.jpg,1,0,1,Unhealthy only
train,unhealthy_0150.jpg,1,0,1,Unhealthy only
train,unhealthy_0151.jpg,1,0,1,Unhealthy only
train,unhealthy_0152.jpg,1,0,1,Unhealthy only
train,unhealthy_0153.jpg,2,0,2,Unhealthy only
train,unhealthy_0154.jpg,1,0,1,Unhealthy only
train,unhealthy_0155.jpg,1,0,1,Unhealthy only
train,unhealthy_0156.jpg,1,0,1,Unhealthy only
train,unhealthy_0157.jpg,1,0,1,Unhealthy only
train,unhealthy_0158.jpg,1,0,1,Unhealthy only
train,unhealthy_0159.jpg,1,0,1,Unhealthy only
train,unhealthy_0160.jpg,1,0,1,Unhealthy only
train,unhealthy_0161.jpg,1,0,1,Unhealthy only
train,unhealthy_0162.jpg,1,0,1,Unhealthy only
train,unhealthy_0163.jpg,1,0,1,Unhealthy only
train,unhealthy_0164.jpg,1,0,1,Unhealthy only
train,unhealthy_0165.jpg,1,0,1,Unhealthy only
train,unhealthy_0166.jpg,1,0,1,Unhealthy only
train,unhealthy_0167.jpg,1,0,1,Unhealthy only
train,unhealthy_0168.jpg,1,0,1,Unhealthy only
train,unhealthy_0169.jpg,1,0,1,Unhealthy only
train,unhealthy_0170.jpg,1,0,1,Unhealthy only
train,unhealthy_0171.jpg,1,0,1,Unhealthy only
train,unhealthy_0172.jpg,1,0,1,Unhealthy only
train,unhealthy_0173.jpg,1,0,1,Unhealthy only
train,unhealthy_0174.jpg,1,0,1,Unhealthy only
train,unhealthy_0175.jpg,1,0,1,Unhealthy only
train,unhealthy_0176.jpg,1,0,1,Unhealthy only
train,unhealthy_0177.jpg,1,0,1,Unhealthy only
train,unhealthy_0178.jpg,1,0,1,Unhealthy only
train,unhealthy_0179.jpg,1,0,1,Unhealthy only
train,unhealthy_0180.jpg,1,0,1,Unhealthy only
train,unhealthy_0181.jpg,1,0,1,Unhealthy only
train,unhealthy_0182.jpg,1,0,1,Unhealthy only
train,unhealthy_0183.jpg,1,0,1,Unhealthy only
train,unhealthy_0184.jpg,1,0,1,Unhealthy only
train,unhealthy_0185.jpg,1,0,1,Unhealthy only
train,unhealthy_0186.jpg,1,0,1,Unhealthy only
train,unhealthy_0187.jpg,1,0,1,Unhealthy only
train,unhealthy_0188.jpg,1,0,1,Unhealthy only
train,unhealthy_0189.jpg,1,0,1,Unhealthy only
train,unhealthy_0190.jpg,1,0,1,Unhealthy only
train,unhealthy_0191.jpg,1,0,1,Unhealthy only
train,unhealthy_0192.jpg,1,0,1,Unhealthy only
train,unhealthy_0193.jpg,1,0,1,Unhealthy only
train,unhealthy_0194.jpg,1,0,1,Unhealthy only
train,unhealthy_0195.jpg,1,0,1,Unhealthy only
train,unhealthy_0196.jpg,1,0,1,Unhealthy only
train,unhealthy_0197.jpg,1,0,1,Unhealthy only
train,unhealthy_0198.jpg,1,0,1,Unhealthy only
train,unhealthy_0199.jpg,1,0,1,Unhealthy only
train,unhealthy_0200.jpg,1,0,1,Unhealthy only
train,unhealthy_0201.jpg,1,0,1,Unhealthy only
train,unhealthy_0202.jpg,1,0,1,Unhealthy only
train,unhealthy_0203.jpg,1,0,1,Unhealthy only
train,unhealthy_0204.jpg,1,0,1,Unhealthy only
train,unhealthy_0205.jpg,1,0,1,Unhealthy only
train,unhealthy_0206.jpg,1,0,1,Unhealthy only
train,unhealthy_0207.jpg,1,0,1,Unhealthy only
train,unhealthy_0208.jpg,1,0,1,Unhealthy only
train,unhealthy_0209.jpg,1,0,1,Unhealthy only
train,unhealthy_0210.jpg,1,0,1,Unhealthy only
train,unhealthy_0211.jpg,1,0,1,Unhealthy only
train,unhealthy_0212.jpg,1,0,1,Unhealthy only
train,unhealthy_0213.jpg,1,0,1,Unhealthy only
train,unhealthy_0214.jpg,1,0,1,Unhealthy only
train,unhealthy_0215.jpg,1,0,1,Unhealthy only
train,unhealthy_0216.jpg,1,0,1,Unhealthy only
train,unhealthy_0217.jpg,1,0,1,Unhealthy only
train,unhealthy_0218.jpg,1,0,1,Unhealthy only
train,unhealthy_0219.jpg,1,0,1,Unhealthy only
train,unhealthy_0220.jpg,1,0,1,Unhealthy only
train,unhealthy_0221.jpg,1,0,1,Unhealthy only
train,unhealthy_0222.jpg,1,0,1,Unhealthy only
train,unhealthy_0223.jpg,1,0,1,Unhealthy only
train,unhealthy_0224.jpg,1,0,1,Unhealthy only
train,unhealthy_0225.jpg,1,0,1,Unhealthy only
train,unhealthy_0226.jpg,3,0,3,Unhealthy only
train,unhealthy_0227.jpg,1,0,1,Unhealthy only
train,unhealthy_0228.jpg,1,0,1,Unhealthy only
train,unhealthy_0229.jpg,1,0,1,Unhealthy only
train,unhealthy_0230.jpg,1,0,1,Unhealthy only
train,unhealthy_0231.jpg,1,0,1,Unhealthy only
train,unhealthy_0232.jpg,1,0,1,Unhealthy only
train,unhealthy_0233.jpg,1,0,1,Unhealthy only
train,unhealthy_0234.jpg,1,0,1,Unhealthy only
train,unhealthy_0235.jpg,1,0,1,Unhealthy only
train,unhealthy_0236.jpg,1,0,1,Unhealthy only
train,unhealthy_0237.jpg,1,0,1,Unhealthy only
train,unhealthy_0238.jpg,1,0,1,Unhealthy only
train,unhealthy_0239.jpg,1,0,1,Unhealthy only
train,unhealthy_0240.jpg,1,0,1,Unhealthy only
train,unhealthy_0241.jpg,1,0,1,Unhealthy only
train,unhealthy_0242.jpg,1,0,1,Unhealthy only
train,unhealthy_0243.jpg,1,0,1,Unhealthy only
train,unhealthy_0244.jpg,1,0,1,Unhealthy only
train,unhealthy_0245.jpg,1,0,1,Unhealthy only
train,unhealthy_0246.jpg,1,0,1,Unhealthy only
train,unhealthy_0247.jpg,1,0,1,Unhealthy only
train,unhealthy_0248.jpg,1,0,1,Unhealthy only
train,unhealthy_0249.jpg,1,0,1,Unhealthy only
train,unhealthy_0250.jpg,1,0,1,Unhealthy only
train,unhealthy_0251.jpg,1,0,1,Unhealthy only
train,unhealthy_0324.jpg,1,0,1,Unhealthy only
train,unhealthy_0325.jpg,1,0,1,Unhealthy only
train,unhealthy_0326.jpg,1,0,1,Unhealthy only
train,unhealthy_0327.jpg,1,0,1,Unhealthy only
train,unhealthy_0328.jpg,1,0,1,Unhealthy only
train,unhealthy_0329.jpg,1,0,1,Unhealthy only
train,unhealthy_0330.jpg,1,0,1,Unhealthy only
train,unhealthy_0331.jpg,1,0,1,Unhealthy only
train,unhealthy_0332.jpg,1,0,1,Unhealthy only
train,unhealthy_0333.jpg,1,0,1,Unhealthy only
train,unhealthy_0334.jpg,1,0,1,Unhealthy only
train,unhealthy_0335.jpg,1,0,1,Unhealthy only
train,unhealthy_0336.jpg,1,0,1,Unhealthy only
train,unhealthy_0337.jpg,1,0,1,Unhealthy only
train,unhealthy_0338.jpg,1,0,1,Unhealthy only
train,unhealthy_0339.jpg,1,0,1,Unhealthy only
train,unhealthy_0340.jpg,1,0,1,Unhealthy only
train,unhealthy_0341.jpg,1,0,1,Unhealthy only
train,unhealthy_0342.jpg,1,0,1,Unhealthy only
train,unhealthy_0343.jpg,1,0,1,Unhealthy only
train,unhealthy_0344.jpg,1,0,1,Unhealthy only
train,unhealthy_0345.jpg,1,0,1,Unhealthy only
train,unhealthy_0346.jpg,1,0,1,Unhealthy only
train,unhealthy_0347.jpg,1,0,1,Unhealthy only
train,unhealthy_0348.jpg,1,0,1,Unhealthy only
train,unhealthy_0349.jpg,3,0,3,Unhealthy only
train,unhealthy_0350.jpg,3,0,3,Unhealthy only
train,unhealthy_0351.jpg,3,0,3,Unhealthy only
train,unhealthy_0352.jpg,4,0,4,Unhealthy only
train,unhealthy_0353.jpg,2,0,2,Unhealthy only
train,unhealthy_0354.jpg,4,0,4,Unhealthy only
train,unhealthy_0355.jpg,2,0,2,Unhealthy only
train,unhealthy_0356.jpg,4,0,4,Unhealthy only
train,unhealthy_0357.jpg,5,0,5,Unhealthy only
train,unhealthy_0358.jpg,4,0,4,Unhealthy only
train,unhealthy_0359.jpg,4,0,4,Unhealthy only
train,unhealthy_0360.jpg,4,0,4,Unhealthy only
train,unhealthy_0361.jpg,1,0,1,Unhealthy only
train,unhealthy_0362.jpg,1,0,1,Unhealthy only
train,unhealthy_0363.jpg,3,0,3,Unhealthy only
train,unhealthy_0364.jpg,2,0,2,Unhealthy only
train,unhealthy_0365.jpg,2,0,2,Unhealthy only
train,unhealthy_0366.jpg,2,0,2,Unhealthy only
train,unhealthy_0367.jpg,2,0,2,Unhealthy only
train,unhealthy_0368.jpg,3,0,3,Unhealthy only
train,unhealthy_0369.jpg,2,0,2,Unhealthy only
train,unhealthy_0370.jpg,2,0,2,Unhealthy only
train,unhealthy_0371.jpg,1,0,1,Unhealthy only
train,unhealthy_0372.jpg,3,0,3,Unhealthy only
train,unhealthy_0373.jpg,2,0,2,Unhealthy only
train,unhealthy_0374.jpg,2,0,2,Unhealthy only
train,unhealthy_0375.jpg,3,0,3,Unhealthy only
train,unhealthy_0376.jpg,2,0,2,Unhealthy only
train,unhealthy_0377.jpg,2,0,2,Unhealthy only
train,unhealthy_0378.jpg,2,0,2,Unhealthy only
train,unhealthy_0379.jpg,1,0,1,Unhealthy only
train,unhealthy_0380.jpg,2,0,2,Unhealthy only
train,unhealthy_0381.jpg,3,0,3,Unhealthy only
train,unhealthy_0382.jpg,3,0,3,Unhealthy only
train,unhealthy_0383.jpg,3,0,3,Unhealthy only
train,unhealthy_0384.jpg,4,0,4,Unhealthy only
train,unhealthy_0385.jpg,3,0,3,Unhealthy only
train,unhealthy_0386.jpg,2,0,2,Unhealthy only
train,unhealthy_0387.jpg,1,0,1,Unhealthy only
train,unhealthy_0388.jpg,2,0,2,Unhealthy only
train,unhealthy_0389.jpg,2,0,2,Unhealthy only
train,unhealthy_0390.jpg,2,0,2,Unhealthy only
train,unhealthy_0391.jpg,3,0,3,Unhealthy only
train,unhealthy_0392.jpg,4,0,4,Unhealthy only
train,unhealthy_0393.jpg,5,0,5,Unhealthy only
train,unhealthy_0394.jpg,2,0,2,Unhealthy only
train,unhealthy_0395.jpg,2,0,2,Unhealthy only
train,unhealthy_0396.jpg,2,0,2,Unhealthy only
train,unhealthy_0397.jpg,3,0,3,Unhealthy only
train,unhealthy_0398.jpg,3,0,3,Unhealthy only
train,unhealthy_0399.jpg,3,0,3,Unhealthy only
train,unhealthy_0400.jpg,2,0,2,Unhealthy only
train,unhealthy_0401.jpg,3,0,3,Unhealthy only
train,unhealthy_0402.jpg,1,0,1,Unhealthy only
train,unhealthy_0403.jpg,3,0,3,Unhealthy only
train,unhealthy_0404.jpg,2,0,2,Unhealthy only
train,unhealthy_0405.jpg,1,0,1,Unhealthy only
train,unhealthy_0406.jpg,2,0,2,Unhealthy only
train,unhealthy_0407.jpg,1,0,1,Unhealthy only
train,unhealthy_0408.jpg,1,0,1,Unhealthy only
train,unhealthy_0409.jpg,1,0,1,Unhealthy only
train,unhealthy_0410.jpg,2,0,2,Unhealthy only
train,unhealthy_0411.jpg,1,0,1,Unhealthy only
train,unhealthy_0412.jpg,3,0,3,Unhealthy only
train,unhealthy_0413.jpg,1,0,1,Unhealthy only
train,unhealthy_0414.jpg,3,0,3,Unhealthy only
train,unhealthy_0415.jpg,3,0,3,Unhealthy only
train,unhealthy_0416.jpg,3,0,3,Unhealthy only
train,unhealthy_0417.jpg,2,0,2,Unhealthy only
train,unhealthy_0418.jpg,3,0,3,Unhealthy only
train,unhealthy_0419.jpg,2,0,2,Unhealthy only
train,unhealthy_0420.jpg,1,0,1,Unhealthy only
train,unhealthy_0421.jpg,4,0,4,Unhealthy only
train,unhealthy_0422.jpg,3,0,3,Unhealthy only
train,unhealthy_0430.jpg,4,1,3,Mixed
train,unhealthy_0437.jpg,1,0,1,Unhealthy only
train,unhealthy_0441.jpg,2,0,2,Unhealthy only
train,unhealthy_0442.jpg,3,0,3,Unhealthy only
train,unhealthy_0443.jpg,2,0,2,Unhealthy only
train,unhealthy_0444.jpg,2,0,2,Unhealthy only
train,unhealthy_0445.jpg,2,0,2,Unhealthy only
train,unhealthy_0446.jpg,3,0,3,Unhealthy only
train,unhealthy_0447.jpg,2,0,2,Unhealthy only
train,unhealthy_0448.jpg,2,0,2,Unhealthy only
train,unhealthy_0449.jpg,2,0,2,Unhealthy only
train,unhealthy_0450.jpg,2,0,2,Unhealthy only
train,unhealthy_0452.jpg,2,0,2,Unhealthy only
train,unhealthy_0453.jpg,2,0,2,Unhealthy only
train,unhealthy_0457.jpg,4,0,4,Unhealthy only
train,unhealthy_0458.jpg,4,1,3,Mixed
train,unhealthy_0459.jpg,3,0,3,Unhealthy only
train,unhealthy_0460.jpg,3,0,3,Unhealthy only
train,unhealthy_0461.jpg,9,0,9,Unhealthy only
train,unhealthy_0462.jpg,2,0,2,Unhealthy only
train,unhealthy_0463.jpg,2,0,2,Unhealthy only
train,unhealthy_0467.jpg,2,0,2,Unhealthy only
train,unhealthy_0468.jpg,4,0,4,Unhealthy only
train,unhealthy_0469.jpg,2,0,2,Unhealthy only
train,unhealthy_0471.jpg,2,0,2,Unhealthy only
train,unhealthy_0472.jpg,3,0,3,Unhealthy only
train,unhealthy_0473.jpg,2,0,2,Unhealthy only
train,unhealthy_0479.jpg,2,1,1,Mixed
train,unhealthy_0480.jpg,2,1,1,Mixed
train,unhealthy_0481.jpg,1,0,1,Unhealthy only
train,unhealthy_0483.jpg,2,0,2,Unhealthy only
train,unhealthy_0484.jpg,2,1,1,Mixed
train,unhealthy_0485.jpg,4,0,4,Unhealthy only
train,unhealthy_0486.jpg,4,0,4,Unhealthy only
train,unhealthy_0487.jpg,4,0,4,Unhealthy only
train,unhealthy_0488.jpg,2,0,2,Unhealthy only
train,unhealthy_0489.jpg,3,0,3,Unhealthy only
train,unhealthy_0491.jpg,3,0,3,Unhealthy only
train,unhealthy_0492.jpg,5,0,5,Unhealthy only
train,unhealthy_0494.jpg,5,0,5,Unhealthy only
train,unhealthy_0495.jpg,3,0,3,Unhealthy only
train,unhealthy_0499.jpg,7,2,5,Mixed
train,unhealthy_0503.jpg,3,1,2,Mixed
train,unhealthy_0510.jpg,2,0,2,Unhealthy only
train,unhealthy_0512.jpg,2,1,1,Mixed
train,unhealthy_0513.jpg,3,0,3,Unhealthy only
train,unhealthy_0517.jpg,2,0,2,Unhealthy only
train,unhealthy_0519.jpg,3,0,3,Unhealthy only
train,unhealthy_0520.jpg,6,0,6,Unhealthy only
train,unhealthy_0521.jpg,4,0,4,Unhealthy only
train,unhealthy_0523.jpg,3,0,3,Unhealthy only
train,unhealthy_0525.jpg,1,0,1,Unhealthy only
train,unhealthy_0527.jpg,2,0,2,Unhealthy only
train,unhealthy_0528.jpg,2,0,2,Unhealthy only
train,unhealthy_0529.jpg,4,0,4,Unhealthy only
train,unhealthy_0533.jpg,2,0,2,Unhealthy only
train,unhealthy_0534.jpg,3,0,3,Unhealthy only
train,unhealthy_0535.jpg,3,0,3,Unhealthy only
train,unhealthy_0536.jpg,5,0,5,Unhealthy only
train,unhealthy_0539.jpg,3,0,3,Unhealthy only
train,unhealthy_0540.jpg,4,0,4,Unhealthy only
train,unhealthy_0541.jpg,2,0,2,Unhealthy only
train,unhealthy_0542.jpg,4,0,4,Unhealthy only
train,unhealthy_0552.jpg,4,1,3,Mixed
train,unhealthy_0554.jpg,7,0,7,Unhealthy only
train,unhealthy_0556.jpg,5,0,5,Unhealthy only
train,unhealthy_0557.jpg,5,0,5,Unhealthy only
train,unhealthy_0558.jpg,6,0,6,Unhealthy only
train,unhealthy_0559.jpg,6,1,5,Mixed
train,unhealthy_0560.jpg,3,0,3,Unhealthy only
train,unhealthy_0561.jpg,4,0,4,Unhealthy only
train,unhealthy_0562.jpg,3,0,3,Unhealthy only
train,unhealthy_0563.jpg,3,0,3,Unhealthy only
train,unhealthy_0566.jpg,4,0,4,Unhealthy only
train,unhealthy_0568.jpg,4,0,4,Unhealthy only
train,unhealthy_0571.jpg,3,0,3,Unhealthy only
train,unhealthy_0572.jpg,2,0,2,Unhealthy only
train,unhealthy_0573.jpg,4,1,3,Mixed
train,unhealthy_0576.jpg,1,0,1,Unhealthy only
train,unhealthy_0577.jpg,3,0,3,Unhealthy only
train,unhealthy_0578.jpg,3,0,3,Unhealthy only
train,unhealthy_0580.jpg,6,0,6,Unhealthy only
train,unhealthy_0581.jpg,9,1,8,Mixed
train,unhealthy_0582.jpg,19,0,19,Unhealthy only
train,unhealthy_0584.jpg,6,2,4,Mixed
train,unhealthy_0585.jpg,5,1,4,Mixed
train,unhealthy_0586.jpg,1,0,1,Unhealthy only
train,unhealthy_0587.jpg,3,0,3,Unhealthy only
train,unhealthy_0588.jpg,7,0,7,Unhealthy only
train,unhealthy_0590.jpg,5,0,5,Unhealthy only
train,unhealthy_0592.jpg,1,0,1,Unhealthy only
train,unhealthy_0595.jpg,1,0,1,Unhealthy only
train,unhealthy_0596.jpg,1,0,1,Unhealthy only
train,unhealthy_0597.jpg,2,0,2,Unhealthy only
train,unhealthy_0598.jpg,3,0,3,Unhealthy only
train,unhealthy_0599.jpg,3,0,3,Unhealthy only
train,unhealthy_0600.jpg,3,0,3,Unhealthy only
train,unhealthy_0601.jpg,2,0,2,Unhealthy only
train,unhealthy_0602.jpg,3,0,3,Unhealthy only
train,unhealthy_0604.jpg,2,0,2,Unhealthy only
train,unhealthy_0605.jpg,2,0,2,Unhealthy only
train,unhealthy_0611.jpg,3,0,3,Unhealthy only
train,unhealthy_0612.jpg,3,0,3,Unhealthy only
train,unhealthy_0614.jpg,3,0,3,Unhealthy only
train,unhealthy_0616.jpg,6,0,6,Unhealthy only
train,unhealthy_0620.jpg,5,1,4,Mixed
train,unhealthy_0622.jpg,4,1,3,Mixed
train,unhealthy_0623.jpg,5,0,5,Unhealthy only
train,unhealthy_0624.jpg,1,0,1,Unhealthy only
train,unhealthy_0625.jpg,2,0,2,Unhealthy only
train,unhealthy_0626.jpg,1,0,1,Unhealthy only
train,unhealthy_0627.jpg,3,0,3,Unhealthy only
train,unhealthy_0628.jpg,3,0,3,Unhealthy only
train,unhealthy_0629.jpg,3,0,3,Unhealthy only
train,unhealthy_0631.jpg,2,0,2,Unhealthy only
train,unhealthy_0632.jpg,3,0,3,Unhealthy only
train,unhealthy_0633.jpg,2,0,2,Unhealthy only
train,unhealthy_0635.jpg,2,0,2,Unhealthy only
train,unhealthy_0636.jpg,4,0,4,Unhealthy only
train,unhealthy_0637.jpg,4,0,4,Unhealthy only
train,unhealthy_0638.jpg,2,0,2,Unhealthy only
train,unhealthy_0639.jpg,2,0,2,Unhealthy only
train,unhealthy_0640.jpg,3,0,3,Unhealthy only
train,unhealthy_0643.jpg,2,0,2,Unhealthy only
train,unhealthy_0644.jpg,2,0,2,Unhealthy only
train,unhealthy_0645.jpg,2,0,2,Unhealthy only
train,unhealthy_0646.jpg,2,0,2,Unhealthy only
train,unhealthy_0647.jpg,3,0,3,Unhealthy only
train,unhealthy_0648.jpg,1,0,1,Unhealthy only
train,unhealthy_0649.jpg,1,0,1,Unhealthy only
train,unhealthy_0650.jpg,1,0,1,Unhealthy only
train,unhealthy_0653.jpg,1,0,1,Unhealthy only
train,unhealthy_0655.jpg,2,0,2,Unhealthy only
train,unhealthy_0656.jpg,2,0,2,Unhealthy only
train,unhealthy_0657.jpg,2,0,2,Unhealthy only
train,unhealthy_0658.jpg,2,0,2,Unhealthy only
train,unhealthy_0659.jpg,2,0,2,Unhealthy only
train,unhealthy_0661.jpg,3,0,3,Unhealthy only
train,unhealthy_0662.jpg,2,0,2,Unhealthy only
train,unhealthy_0663.jpg,1,0,1,Unhealthy only
train,unhealthy_0664.jpg,2,0,2,Unhealthy only
train,unhealthy_0665.jpg,2,0,2,Unhealthy only
train,unhealthy_0666.jpg,3,0,3,Unhealthy only
train,unhealthy_0667.jpg,2,0,2,Unhealthy only
train,unhealthy_0668.jpg,1,0,1,Unhealthy only
train,unhealthy_0669.jpg,1,0,1,Unhealthy only
train,unhealthy_0670.jpg,1,0,1,Unhealthy only
train,unhealthy_0671.jpg,1,0,1,Unhealthy only
train,unhealthy_0672.jpg,3,0,3,Unhealthy only
train,unhealthy_0673.jpg,2,0,2,Unhealthy only
train,unhealthy_0674.jpg,1,0,1,Unhealthy only
train,unhealthy_0675.jpg,1,0,1,Unhealthy only
train,unhealthy_0676.jpg,1,0,1,Unhealthy only
train,unhealthy_0677.jpg,2,0,2,Unhealthy only
train,unhealthy_0678.jpg,2,0,2,Unhealthy only
train,unhealthy_0679.jpg,1,0,1,Unhealthy only
train,unhealthy_0680.jpg,1,0,1,Unhealthy only
train,unhealthy_0681.jpg,1,0,1,Unhealthy only
train,unhealthy_0682.jpg,1,0,1,Unhealthy only
train,unhealthy_0683.jpg,1,0,1,Unhealthy only
train,unhealthy_0685.jpg,2,0,2,Unhealthy only
train,unhealthy_0686.jpg,3,0,3,Unhealthy only
train,unhealthy_0687.jpg,2,0,2,Unhealthy only
train,unhealthy_0688.jpg,2,0,2,Unhealthy only
train,unhealthy_0689.jpg,1,0,1,Unhealthy only
train,unhealthy_0691.jpg,1,0,1,Unhealthy only
train,unhealthy_0692.jpg,1,0,1,Unhealthy only
train,unhealthy_0694.jpg,3,0,3,Unhealthy only
train,unhealthy_0695.jpg,5,0,5,Unhealthy only
train,unhealthy_0696.jpg,3,0,3,Unhealthy only
train,unhealthy_0697.jpg,2,0,2,Unhealthy only
train,unhealthy_0698.jpg,2,0,2,Unhealthy only
train,unhealthy_0699.jpg,3,0,3,Unhealthy only
train,unhealthy_0701.jpg,6,0,6,Unhealthy only
train,unhealthy_0702.jpg,5,0,5,Unhealthy only
train,unhealthy_0703.jpg,3,0,3,Unhealthy only
train,unhealthy_0704.jpg,2,0,2,Unhealthy only
train,unhealthy_0705.jpg,2,0,2,Unhealthy only
train,unhealthy_0706.jpg,3,0,3,Unhealthy only
train,unhealthy_0708.jpg,1,0,1,Unhealthy only
train,unhealthy_0709.jpg,2,0,2,Unhealthy only
train,unhealthy_0711.jpg,1,0,1,Unhealthy only
train,unhealthy_0712.jpg,1,0,1,Unhealthy only
train,unhealthy_0713.jpg,1,0,1,Unhealthy only
train,unhealthy_0714.jpg,1,0,1,Unhealthy only
train,unhealthy_0715.jpg,1,0,1,Unhealthy only
train,unhealthy_0716.jpg,1,0,1,Unhealthy only
train,unhealthy_0717.jpg,3,0,3,Unhealthy only
train,unhealthy_0718.jpg,2,0,2,Unhealthy only
train,unhealthy_0719.jpg,2,0,2,Unhealthy only
train,unhealthy_0720.jpg,1,0,1,Unhealthy only
train,unhealthy_0721.jpg,1,0,1,Unhealthy only
train,unhealthy_0722.jpg,1,0,1,Unhealthy only
train,unhealthy_0723.jpg,1,0,1,Unhealthy only
train,unhealthy_0724.jpg,1,0,1,Unhealthy only
train,unhealthy_0725.jpg,3,0,3,Unhealthy only
train,unhealthy_0726.jpg,3,0,3,Unhealthy only
train,unhealthy_0727.jpg,3,0,3,Unhealthy only
train,unhealthy_0728.jpg,3,0,3,Unhealthy only
train,unhealthy_0729.jpg,4,0,4,Unhealthy only
train,unhealthy_0730.jpg,2,0,2,Unhealthy only
train,unhealthy_0731.jpg,8,0,8,Unhealthy only
